7.082981999999999534e+05,2.128747000000000116e+05,1.974445000000000000e+05,7.111975000000000000e+05,4.364162999999999884e+05,6.361185999999999767e+05,5.370030000000000291e+04,1.717979999999999927e+04,6.130810000000000000e+05,1.720117000000000116e+05,6.451161999999999534e+05,0.000000000000000000e+00,3.286340000000000000e+05,2.002127999999999884e+05,1.089996999999999971e+05,2.417870000000000073e+04,2.093481000000000058e+05,1.282235000000000000e+05,1.024740000000000000e+05,8.804919999999999709e+04,2.964939000000000233e+05,8.008699999999999818e+03,2.298707000000000116e+05
7.318985000000000000e+05,2.127207999999999884e+05,1.972906000000000058e+05,7.347978000000000466e+05,4.600165000000000000e+05,6.597189000000000233e+05,5.354640000000000146e+04,1.457300000000000000e+04,6.366811999999999534e+05,1.694050000000000000e+05,6.687165000000000000e+05,1.708200000000000045e+03,3.522342000000000116e+05,2.012811000000000058e+05,1.100680000000000000e+05,2.524700000000000000e+04,2.091941000000000058e+05,1.256166999999999971e+05,1.023201000000000058e+05,8.544250000000000000e+04,2.963400000000000000e+05,8.577500000000000000e+03,2.309390000000000000e+05
7.318140000000000000e+05,2.126363999999999942e+05,1.972061000000000058e+05,7.347133000000000466e+05,4.599320999999999767e+05,6.596344000000000233e+05,5.346190000000000146e+04,1.618179999999999927e+04,6.365968000000000466e+05,1.710137999999999884e+05,6.686320000000000000e+05,1.623799999999999955e+03,3.521497999999999884e+05,2.011967000000000116e+05,1.099836000000000058e+05,2.516259999999999854e+04,2.091097000000000116e+05,1.272255000000000000e+05,1.022356999999999971e+05,8.705119999999999709e+04,2.962555999999999767e+05,7.442600000000000364e+03,2.308546000000000058e+05
7.318140000000000000e+05,2.126363999999999942e+05,1.972061000000000058e+05,7.347133000000000466e+05,4.599320999999999767e+05,6.596344000000000233e+05,5.346190000000000146e+04,1.618179999999999927e+04,6.365968000000000466e+05,1.710137999999999884e+05,6.686320000000000000e+05,1.623799999999999955e+03,3.521497999999999884e+05,2.011967000000000116e+05,1.099836000000000058e+05,2.516259999999999854e+04,2.091097000000000116e+05,1.272255000000000000e+05,1.022356999999999971e+05,8.705119999999999709e+04,2.962555999999999767e+05,7.442600000000000364e+03,2.308546000000000058e+05
7.318140000000000000e+05,2.126363999999999942e+05,1.972061000000000058e+05,7.347133000000000466e+05,4.599320999999999767e+05,6.596344000000000233e+05,5.346190000000000146e+04,1.618179999999999927e+04,6.365968000000000466e+05,1.710137999999999884e+05,6.686320000000000000e+05,1.623799999999999955e+03,3.521497999999999884e+05,2.011967000000000116e+05,1.099836000000000058e+05,2.516259999999999854e+04,2.091097000000000116e+05,1.272255000000000000e+05,1.022356999999999971e+05,8.705119999999999709e+04,2.962555999999999767e+05,7.442600000000000364e+03,2.308546000000000058e+05
7.318985000000000000e+05,2.127207999999999884e+05,1.972906000000000058e+05,7.347978000000000466e+05,4.600165000000000000e+05,6.597189000000000233e+05,5.354640000000000146e+04,1.457300000000000000e+04,6.366811999999999534e+05,1.694050000000000000e+05,6.687165000000000000e+05,1.708200000000000045e+03,3.522342000000000116e+05,2.012811000000000058e+05,1.100680000000000000e+05,2.524700000000000000e+04,2.091941000000000058e+05,1.256166999999999971e+05,1.023201000000000058e+05,8.544250000000000000e+04,2.963400000000000000e+05,8.577500000000000000e+03,2.309390000000000000e+05
7.318140000000000000e+05,2.126363999999999942e+05,1.972061000000000058e+05,7.347133000000000466e+05,4.599320999999999767e+05,6.596344000000000233e+05,5.346190000000000146e+04,1.618179999999999927e+04,6.365968000000000466e+05,1.710137999999999884e+05,6.686320000000000000e+05,1.623799999999999955e+03,3.521497999999999884e+05,2.011967000000000116e+05,1.099836000000000058e+05,2.516259999999999854e+04,2.091097000000000116e+05,1.272255000000000000e+05,1.022356999999999971e+05,8.705119999999999709e+04,2.962555999999999767e+05,7.442600000000000364e+03,2.308546000000000058e+05
7.082981999999999534e+05,2.128747000000000116e+05,1.974445000000000000e+05,7.111975000000000000e+05,4.364162999999999884e+05,6.361185999999999767e+05,5.370030000000000291e+04,1.717979999999999927e+04,6.130810000000000000e+05,1.720117000000000116e+05,6.451161999999999534e+05,0.000000000000000000e+00,3.286340000000000000e+05,2.002127999999999884e+05,1.089996999999999971e+05,2.417870000000000073e+04,2.093481000000000058e+05,1.282235000000000000e+05,1.024740000000000000e+05,8.804919999999999709e+04,2.964939000000000233e+05,8.008699999999999818e+03,2.298707000000000116e+05
7.082981999999999534e+05,2.128747000000000116e+05,1.974445000000000000e+05,7.111975000000000000e+05,4.364162999999999884e+05,6.361185999999999767e+05,5.370030000000000291e+04,1.717979999999999927e+04,6.130810000000000000e+05,1.720117000000000116e+05,6.451161999999999534e+05,0.000000000000000000e+00,3.286340000000000000e+05,2.002127999999999884e+05,1.089996999999999971e+05,2.417870000000000073e+04,2.093481000000000058e+05,1.282235000000000000e+05,1.024740000000000000e+05,8.804919999999999709e+04,2.964939000000000233e+05,8.008699999999999818e+03,2.298707000000000116e+05
6.984520999999999767e+05,2.143382999999999884e+05,1.989080000000000000e+05,7.013515000000000000e+05,4.265702000000000116e+05,6.262725000000000000e+05,4.619640000000000146e+04,3.097479999999999927e+04,6.032349000000000233e+05,1.816862000000000116e+05,6.352700999999999767e+05,2.403429999999999927e+04,3.187879000000000233e+05,1.903667000000000116e+05,9.915360000000000582e+04,1.046929999999999927e+04,2.108116000000000058e+05,1.378978999999999942e+05,1.039376000000000058e+05,9.772369999999999709e+04,2.979575000000000000e+05,4.050019999999999709e+04,2.200246000000000058e+05
